bank,bank_level,bank_code,detail,type,type_id,atm,branch,office,address,dia_chi_cu_the,ward_id,outlet,ward,ward_pop,district,district_id,ward_level,district_level,formatted_address,latitude,longitude,cluster_name,cluster_id,cluster_desc
Agribank,Big,3,,ATM,atm,1,0,0,"ATM Agribank, Chi Nhanh Phu Lo, Viet Nam",Chi Nhanh Phu Lo,448,1,Xa Phu Lo,17471,Huyen Soc Son,16,Xa,Huyen ,"2, Phủ Lỗ, Sóc Sơn, Hà Nội, Vietnam",21.1993167,105.8426285,Group 1,1,"Sparsely populated areas, high ratio of children and population in labor age"
Techcombank,Big,36,Techcombank Phu Lo  ,ATM,atm,1,0,0,"ATM Techcombank-Techcombank Phu Lo  , Xa Phu Lo, Huyen Soc Son, Ha Noi, Viet Nam","Số 148, đường 2, xã Phủ Lỗ, Sóc Sơn, Hà Nội",448,1,Xa Phu Lo,17471,Huyen Soc Son,16,Xa,Huyen ,"196 Đường 2, Phủ Lỗ, Sóc Sơn, Hà Nội, Vietnam",21.197951,105.8380965,Group 1,1,"Sparsely populated areas, high ratio of children and population in labor age"
BIDV,Big,8,PGD Phu Lo ,ATM,atm,1,0,0,"ATM BIDV-PGD Phu Lo , Xa Phu Lo, Huyen Soc Son, Ha Noi, Viet Nam"," Số 40 Đường 2,Xã Phù Lỗ,Huyện Sóc Sơn, Thành phố Hà Nội,Thành phố Hà Nội ",448,1,Xa Phu Lo,17471,Huyen Soc Son,16,Xa,Huyen ,"Số 40 Đường 2, Phù Lỗ, Sóc Sơn, Phủ Lỗ, Sóc Sơn, Hà Nội 100000, Vietnam",21.19882,105.8416,Group 1,1,"Sparsely populated areas, high ratio of children and population in labor age"
Sea Bank,Medium,32,ATM San Golf Soc Son 2,ATM,atm,1,0,0,"ATM Sea Bank-ATM San Golf Soc Son 2, Xa Phu Linh, Huyen Soc Son, Ha Noi, Viet Nam","Thôn Thanh Trì, Xã Phú Linh, Hà Nội",400,1,Xa Phu Linh,12308,Huyen Soc Son,16,Xa,Huyen ,"32 Đường Núi Đôi, Phố Giữa, Sóc Sơn, Hà Nội, Vietnam",21.2571212,105.8512252,Group 1,1,"Sparsely populated areas, high ratio of children and population in labor age"
Sea Bank,Medium,32,ATM San Golf Soc Son 1,ATM,atm,1,0,0,"ATM Sea Bank-ATM San Golf Soc Son 1, Xa Phu Linh, Huyen Soc Son, Ha Noi, Viet Nam","Thôn Thanh Trì, Xã Phú Linh, Hà Nội",400,1,Xa Phu Linh,12308,Huyen Soc Son,16,Xa,Huyen ,"44 Đường Núi Đôi, Sóc Sơn, Hà Nội, Vietnam",21.2571362,105.8513828,Group 1,1,"Sparsely populated areas, high ratio of children and population in labor age"
Vietinbank,Big,45,CN Dong Anh,ATM,atm,1,0,0,"ATM Vietinbank-CN Dong Anh, Xa Phu Linh, Huyen Soc Son, Ha Noi, Viet Nam","Trung đoàn 87, xã Phù Linh",400,1,Xa Phu Linh,12308,Huyen Soc Son,16,Xa,Huyen ,"Tổ 4, Thị Trấn Đông Anh, Huyện Đông Anh, Đông Anh, Hà Nội, Vietnam",21.1416759,105.8454653,Group 1,1,"Sparsely populated areas, high ratio of children and population in labor age"
Vietinbank,Big,45,CN Bac Thang Long,ATM,atm,1,0,0,"ATM Vietinbank-CN Bac Thang Long, Xa Phu Linh, Huyen Soc Son, Ha Noi, Viet Nam","55C Chợ Phủ Lỗ, Sóc Sơn, Hà Nội",400,1,Xa Phu Linh,12308,Huyen Soc Son,16,Xa,Huyen ,"Phù Linh, Sóc Sơn, Hanoi, Vietnam",21.2602962,105.8499295,Group 1,1,"Sparsely populated areas, high ratio of children and population in labor age"
Maritime Bank,Big,20,Dong Do ATM,Chi nhanh,branch,0,1,0,"Chi nhanh Maritime Bank-Dong Do ATM, Xa Phu Cuong, Huyen Soc Son, Ha Noi, Viet Nam","Vị trí số 1 - W05K5-1, nhà Ga T2, cảng Hàng không Quốc tế Nội Bài, Xã phú cường, Huyện Sóc Sơn, Hà Nội",442,1,Xa Phu Cuong,14124,Huyen Soc Son,16,Xa,Huyen,"Nhà Ga T2, Cảng Hàng không quốc tế Nội Bài, Sóc Sơn, Phú Cường, Hà Nội, 100000, Vietnam",21.2173055,105.7925513,Group 1,1,"Sparsely populated areas, high ratio of children and population in labor age"
Agribank,Big,3,Hai Ba Trung,Phong giao dich,office,0,0,1,"Phong giao dich Agribank-Hai Ba Trung, Xa Phu Cuong, Huyen Soc Son, Ha Noi, Viet Nam","Sảnh B, Sân bay quốc tế Nội Bài, Xã Phú Cường, Huyện Sóc Sơn, Thành phố Hà Nội",442,1,Xa Phu Cuong,14124,Huyen Soc Son,16,Xa,Huyen,"2, Phủ Lỗ, Sóc Sơn, Hà Nội, Vietnam",21.1993167,105.8426285,Group 1,1,"Sparsely populated areas, high ratio of children and population in labor age"
SH Bank,Big,33,Phong GD Noi Bai,Phong giao dich,office,0,0,1,"Phong giao dich SHB-Phong GD Noi Bai, Xa Phu Cuong, Huyen Soc Son, Ha Noi, Viet Nam","Kiot 1-E05K2-3, nhà ga quốc tế T2 Nội Bài, xã Phú Cường, huyện Sóc Sơn, Hà Nội.",442,1,Xa Phu Cuong,14124,Huyen Soc Son,16,Xa,Huyen,"Noi Bai International Airport (HAN), Phú Minh, Sóc Sơn, Hà Nội, Vietnam",21.2187149,105.8041709,Group 1,1,"Sparsely populated areas, high ratio of children and population in labor age"
Techcombank,Big,36,ATM Nha ga T2,ATM,atm,1,0,0,"ATM Techcombank-ATM Nha ga T2, Xa Phu Cuong, Huyen Soc Son, Ha Noi, Viet Nam","Khu vực cách li Quốc tế đến, Nhà ga Hành khách T2, Sân bay Quốc Tế Nội Bài, Sóc Sơn, Hà Nội",442,1,Xa Phu Cuong,14124,Huyen Soc Son,16,Xa,Huyen ,"Nhà GaT2, Nội Bài, Phú Cường, Sóc Sơn, Hà Nội, Vietnam",21.217136,105.792964,Group 1,1,"Sparsely populated areas, high ratio of children and population in labor age"
Techcombank,Big,36,Cty A76 Noi Bai,ATM,atm,1,0,0,"ATM Techcombank-Cty A76 Noi Bai, Xa Phu Cuong, Huyen Soc Son, Ha Noi, Viet Nam","Cty A76 Nội Bài, Sóc Sơn, Hà Nội",442,1,Xa Phu Cuong,14124,Huyen Soc Son,16,Xa,Huyen ,"Cty A76 Nội Bài, Sân Bay Nội Bài, Phú Cường, Sóc Sơn, Hà Nội, Vietnam",21.218718,105.804171,Group 1,1,"Sparsely populated areas, high ratio of children and population in labor age"
Techcombank,Big,36,Quay thu doi ngoai te san bay quoc te Noi Bai,ATM,atm,1,0,0,"ATM Techcombank-Quay thu doi ngoai te san bay quoc te Noi Bai, Xa Phu Cuong, Huyen Soc Son, Ha Noi, Viet Nam","Sân bay quốc tế Nội Bài, Sóc Sơn, Hà Nội",442,1,Xa Phu Cuong,14124,Huyen Soc Son,16,Xa,Huyen ,"Quầy thu đổi ngoại tệ sân bay quốc tế Nội Bài, Phú Cường, Sóc Sơn, Hà Nội, Vietnam",21.218716,105.804171,Group 1,1,"Sparsely populated areas, high ratio of children and population in labor age"
Techcombank,Big,36,San bay Noi Bai,ATM,atm,1,0,0,"ATM Techcombank-San bay Noi Bai, Xa Phu Cuong, Huyen Soc Son, Ha Noi, Viet Nam","Sân bay Nội Bài , Sóc Sơn, Hà Nội",442,1,Xa Phu Cuong,14124,Huyen Soc Son,16,Xa,Huyen ,"Quầy thu đổi ngoại tệ sân bay quốc tế Nội Bài, Phú Cường, Sóc Sơn, Hà Nội, Vietnam",21.218716,105.804171,Group 1,1,"Sparsely populated areas, high ratio of children and population in labor age"
Techcombank,Big,36,Sanh den san bay Noi Bai,ATM,atm,1,0,0,"ATM Techcombank-Sanh den san bay Noi Bai, Xa Phu Cuong, Huyen Soc Son, Ha Noi, Viet Nam","Sân bay Nội Bài , Sóc Sơn, Hà Nội",442,1,Xa Phu Cuong,14124,Huyen Soc Son,16,Xa,Huyen ,"Cty A76 Nội Bài, Sân Bay Nội Bài, Phú Cường, Sóc Sơn, Hà Nội, Vietnam",21.218718,105.804171,Group 1,1,"Sparsely populated areas, high ratio of children and population in labor age"
Techcombank,Big,36,Techcombank Noi Bai,ATM,atm,1,0,0,"ATM Techcombank-Techcombank Noi Bai, Xa Phu Cuong, Huyen Soc Son, Ha Noi, Viet Nam","Khu đất số 8, Cảng hàng không Quốc tế Nội Bài, Sóc Sơn, Hà Nội",442,1,Xa Phu Cuong,14124,Huyen Soc Son,16,Xa,Huyen ,"Tầng 1, tầng 2, Tòa nhà NTS, cảng hàng không QT Nội Bài, Sóc Sơn, Hà Nội, Vietnam",21.2113401,105.806254,Group 1,1,"Sparsely populated areas, high ratio of children and population in labor age"
MB,Big,21,ATM Cong ty TNHH MTV ALSC,ATM,atm,1,0,0,"ATM MB-ATM Cong ty TNHH MTV ALSC, Xa Phu Cuong, Huyen Soc Son, Ha Noi, Viet Nam","Nhà ga hàng hóa ALS, cảng hàng không quốc tế Nội Bài, thôn phú Cường, huyện Sóc Sơn, Tp.Hà Nội",442,1,Xa Phu Cuong,14124,Huyen Soc Son,16,Xa,Huyen ,"Võ Văn Kiệt, Phú Minh, Sóc Sơn, Hà Nội, Vietnam",21.2122273,105.8090223,Group 1,1,"Sparsely populated areas, high ratio of children and population in labor age"
BIDV,Big,8,"427004 - ATM Sanh A2, Tang 1, Ga quoc te, SB Noi Bai",ATM,atm,1,0,0,"ATM BIDV-427004 - ATM Sanh A2, Tang 1, Ga quoc te, SB Noi Bai, Xa Phu Cuong, Huyen Soc Son, Ha Noi, Viet Nam","Sảnh A2, tầng 1, nhà ga T2 sân bay quốc tế Nội Bài,Xã Phú Cường,Huyện Sóc Sơn, Thành phố Hà Nội",442,1,Xa Phu Cuong,14124,Huyen Soc Son,16,Xa,Huyen ,"Quầy thu đổi ngoại tệ sân bay quốc tế Nội Bài, Phú Cường, Sóc Sơn, Hà Nội, Vietnam",21.218716,105.804171,Group 1,1,"Sparsely populated areas, high ratio of children and population in labor age"
BIDV,Big,8,"427005 - ATM Tang 3, Ga quoc te, SB Noi Bai",ATM,atm,1,0,0,"ATM BIDV-427005 - ATM Tang 3, Ga quoc te, SB Noi Bai, Xa Phu Cuong, Huyen Soc Son, Ha Noi, Viet Nam","Tầng 3, nhà ga T2, sân bay quốc tế Nội Bài,Xã Phú Cường,Huyện Sóc Sơn, Thành phố Hà Nội",442,1,Xa Phu Cuong,14124,Huyen Soc Son,16,Xa,Huyen ,"Noi Bai International Airport (HAN), Phú Minh, Sóc Sơn, Hà Nội, Vietnam",21.2187149,105.8041709,Group 1,1,"Sparsely populated areas, high ratio of children and population in labor age"
Maritime Bank,Big,20,Hoan Kiem ATM,Chi nhanh,branch,0,1,0,"Chi nhanh Maritime Bank-Hoan Kiem ATM, Xa Ninh Hiep, Huyen Gia Lam, Ha Noi, Viet Nam","Thôn 7, xã Ninh Hiệp, Huyện Gia Lâm, Hà Nội",535,1,Xa Ninh Hiep,17965,Huyen Gia Lam,18,Xa,Huyen,"21 Bát Sứ, Hàng Bồ, Hoàn Kiếm, Hà Nội, Vietnam",21.035061,105.8475969,Group 1,1,"Sparsely populated areas, high ratio of children and population in labor age"
Agribank,Big,3,Dao Tan,Phong giao dich,office,0,0,1,"Phong giao dich Agribank-Dao Tan, Xa Ninh Hiep, Huyen Gia Lam, Ha Noi, Viet Nam","Thôn 7, Xã Ninh Hiệp, Huyện Gia Lâm, Thành phố Hà Nội",535,1,Xa Ninh Hiep,17965,Huyen Gia Lam,18,Xa,Huyen,"Đường Ninh Hiệp, Xóm 9, Xã Ninh Hiệp, Huyện Gia Lâm, Ninh Hiệp, Gia Lâm, Hà Nội, Vietnam",21.077801,105.9415735,Group 1,1,"Sparsely populated areas, high ratio of children and population in labor age"
Vietinbank,Big,45,PGD Dong Do.,Phong giao dich,office,0,0,1,"Phong giao dich VIETIN Bank-PGD Dong Do., Xa Ninh Hiep, Huyen Gia Lam, Ha Noi, Viet Nam"," Khu chợ dân sinh, Xóm 9 Ninh Hiệp, Huyện Gia Lâm, TP. Hà Nội",535,1,Xa Ninh Hiep,17965,Huyen Gia Lam,18,Xa,Huyen,"455 Hà Huy Tập, Yên Viên, Gia Lâm, Hà Nội, Vietnam",21.0895286,105.921105,Group 1,1,"Sparsely populated areas, high ratio of children and population in labor age"
BIDV,Big,8,PGD Ninh Hiep,Phong giao dich,office,0,0,1,"Phong giao dich BIDV-PGD Ninh Hiep, Xa Ninh Hiep, Huyen Gia Lam, Ha Noi, Viet Nam","Thôn 8,Xã Ninh Hiệp,Huyện Gia Lâm, Thành phố Hà Nội",535,1,Xa Ninh Hiep,17965,Huyen Gia Lam,18,Xa,Huyen,"Đường Ninh Hiệp, Xóm 9, Xã Ninh Hiệp, Huyện Gia Lâm, Ninh Hiệp, Gia Lâm, Hà Nội, Vietnam",21.077801,105.9415735,Group 1,1,"Sparsely populated areas, high ratio of children and population in labor age"
Vietinbank,Big,45,PGD Ninh Hiep. ,Phong giao dich,office,0,0,1,"Phong giao dich VIETIN Bank-PGD Ninh Hiep. , Xa Ninh Hiep, Huyen Gia Lam, Ha Noi, Viet Nam","Xóm 6, Ninh Hiệp, Huyện Gia Lâm, TP. Hà Nội",535,1,Xa Ninh Hiep,17965,Huyen Gia Lam,18,Xa,Huyen,"Đường Ninh Hiệp, Xóm 9, Xã Ninh Hiệp, Huyện Gia Lâm, Ninh Hiệp, Gia Lâm, Hà Nội, Vietnam",21.077801,105.9415735,Group 1,1,"Sparsely populated areas, high ratio of children and population in labor age"
Agribank,Big,3,,ATM,atm,1,0,0,"ATM Agribank, KCN Ninh Hiep, Gia Lam, Ha Noi, Viet Nam","KCN Ninh Hiep, Gia Lam, Ha Noi",535,1,Xa Ninh Hiep,17965,Huyen Gia Lam,18,Xa,Huyen ,"Ninh Hiệp, Gia Lâm, Hà Nội, Vietnam",21.0819624,105.9397888,Group 1,1,"Sparsely populated areas, high ratio of children and population in labor age"
Sacombank,Big,29,ATM 1786-Cho Nanh-Ninh Hiep,ATM,atm,1,0,0,"ATM Sacombank-ATM 1786-Cho Nanh-Ninh Hiep, Xa Ninh Hiep, Huyen Gia Lam, Ha Noi, Viet Nam","Chợ Nành, xã Ninh Hiệp, huyện Gia Lâm, Hà Nội",535,1,Xa Ninh Hiep,17965,Huyen Gia Lam,18,Xa,Huyen ,"xóm 6, Gia Lâm, Hà Nội 100000, Vietnam",21.0833566,105.9405396,Group 1,1,"Sparsely populated areas, high ratio of children and population in labor age"
Techcombank,Big,36,Techcombank Ninh Hiep,ATM,atm,1,0,0,"ATM Techcombank-Techcombank Ninh Hiep, Xa Ninh Hiep, Huyen Gia Lam, Ha Noi, Viet Nam","Một phần tầng 1 Ngôi nhà tại Thôn 8, Gia Lâm, Hà Nội",535,1,Xa Ninh Hiep,17965,Huyen Gia Lam,18,Xa,Huyen ,"Thôn 8, Gia Lâm, Hanoi, Vietnam",21.07623,105.949425,Group 1,1,"Sparsely populated areas, high ratio of children and population in labor age"
Vietinbank,Big,45,CN Dong Ha Noi,ATM,atm,1,0,0,"ATM Vietinbank-CN Dong Ha Noi, Xa Ninh Hiep, Huyen Gia Lam, Ha Noi, Viet Nam","PGD Ninh Hiệp, Xóm 9, Xã Ninh Hiệp, Huyện Gia Lâm, TP. Hà Nội",535,1,Xa Ninh Hiep,17965,Huyen Gia Lam,18,Xa,Huyen ,"41 Ninh Hiệp, Gia Lâm, Hà Nội, Vietnam",21.0777732,105.9415993,Group 1,1,"Sparsely populated areas, high ratio of children and population in labor age"
Agribank,Big,3, PG Bank,Phong giao dich,office,0,0,1,"Phong giao dich Agribank- PG Bank, Xa Nhi Khe, Huyen Thuong Tin, Ha Noi, Viet Nam","Số nhà 115 phố Quán Gánh, Xã Nhị Khê, Huyện Thường Tín, Thành phố Hà Nội",10189,1,Xa Nhi Khe,7750,Huyen Thuong Tin,279,Xa,Huyen,"115 Quán Gánh, Văn Binh, Thường Tín, Hà Nội, Vietnam",20.8922738,105.856592,Group 2,2,"Population ages are uniformly distributed, low number of households"
Agribank,Big,3,Trung Yen,Phong giao dich,office,0,0,1,"Phong giao dich Agribank-Trung Yen, Xa Nguyen Khe, Huyen Dong Anh, Ha Noi, Viet Nam","Khối phố Nguyên Khê, Xã Nguyên Khê, Huyện Đông Anh, Thành phố Hà Nội",466,1,Xa Nguyen Khe,15982,Huyen Dong Anh,17,Xa,Huyen,"Đông Anh, Hà Nội, Vietnam",21.1413151,105.8458391,Group 4,4,"Sparsely populated area, high ratio of elders"
Agribank,Big,3,,ATM,atm,1,0,0,"ATM Agribank, Nguyen Khe, Dong Anh, Ha Noi, Viet Nam","Nguyen Khe, Dong Anh, Ha Noi",466,1,Xa Nguyen Khe,15982,Huyen Dong Anh,17,Xa,Huyen ,"QL3, Nguyên Khê, Đông Anh, Hà Nội, Vietnam",21.1794248,105.8470005,Group 4,4,"Sparsely populated area, high ratio of elders"
Vietinbank,Big,45,CN Dong Anh,ATM,atm,1,0,0,"ATM Vietinbank-CN Dong Anh, Xa Nguyen Khe, Huyen Dong Anh, Ha Noi, Viet Nam",Khu Công nghiệp Nguyên Khê,466,1,Xa Nguyen Khe,15982,Huyen Dong Anh,17,Xa,Huyen ,"Tổ 4, Thị Trấn Đông Anh, Huyện Đông Anh, Đông Anh, Hà Nội, Vietnam",21.1416759,105.8454653,Group 4,4,"Sparsely populated area, high ratio of elders"
Agribank,Big,3,Xuan Mai,Phong giao dich,office,0,0,1,"Phong giao dich Agribank-Xuan Mai, Xa Ngu Hiep, Huyen Thanh Tri, Ha Noi, Viet Nam","Phố Lưu Phái, Xã Ngũ Hiệp, Huyện Thanh Trì, Thành phố Hà Nội",667,1,Xa Ngu Hiep,15628,Huyen Thanh Tri,20,Xa,Huyen,"84 Phan Trọng Tuệ, Văn Điển, Thanh Trì, Hà Nội, Vietnam",20.9435748,105.8402589,Group 1,1,"Sparsely populated areas, high ratio of children and population in labor age"
Vietinbank,Big,45,PGD Nam Ha Noi.,Phong giao dich,office,0,0,1,"Phong giao dich VIETIN Bank-PGD Nam Ha Noi., Xa Ngu Hiep, Huyen Thanh Tri, Ha Noi, Viet Nam"," Đường Ngọc Hồi, thôn Lưu Phái, xã Ngũ Hiệp, huyện Thanh Trì, TP. Hà Nội",667,1,Xa Ngu Hiep,15628,Huyen Thanh Tri,20,Xa,Huyen,"Ngũ Hiệp, Thanh Trì, Hanoi, Vietnam",20.931186,105.8483754,Group 1,1,"Sparsely populated areas, high ratio of children and population in labor age"
Agribank,Big,3,Hoi so,Phong giao dich,office,0,0,1,"Phong giao dich Agribank-Hoi so, Xa Ngoc Tao, Huyen Phuc Tho, Ha Noi, Viet Nam","Cụm 9, Xã Ngọc Tảo, Huyện Phúc Thọ, Thành phố Hà Nội",9766,1,Xa Ngoc Tao,8601,Huyen Phuc Tho,272,Xa,Huyen,"Ngọc Tảo, Phúc Thọ, Hà Nội, Vietnam",21.0974791,105.6031342,Group 1,1,"Sparsely populated areas, high ratio of children and population in labor age"
Maritime Bank,Big,20,ATM Cum CN Ngoc Liep,ATM,atm,1,0,0,"ATM Maritime Bank-ATM Cum CN Ngoc Liep, Xa Ngoc Liep, Huyen Quoc Oai, Ha Noi, Viet Nam","Công ty TNHH Sunhouse Việt Nam, cụm CN Ngọc Liệp, xã Ngọc Liệp, Huyện Quốc Oai, Hà Nội, 24/7",9907,1,Xa Ngoc Liep,9035,Huyen Quoc Oai,275,Xa,Huyen ,"Công ty TNHH Sunhouse Việt Nam, cụm CN, xã, Ngọc Liệp, Quốc Oai, Hà Nội 100000, Vietnam",21.0018109,105.6099195,Group 1,1,"Sparsely populated areas, high ratio of children and population in labor age"
Agribank,Big,3,,ATM,atm,1,0,0,"ATM Agribank, 1 Hoang Hoa Tham, Ba Dinh, Ha Noi, Viet Nam","1 Hoang Hoa Tham, Ba Dinh, Ha Noi",673,1,Xa Ngoc Hoi,13212,Huyen Thanh Tri,20,Xa,Huyen ,"51 Kim Mã, Ba Đình, Hà Nội, Vietnam",21.032136,105.8277414,Group 1,1,"Sparsely populated areas, high ratio of children and population in labor age"
Agribank,Big,3,,ATM,atm,1,0,0,"ATM Agribank, Benh Vien Nong Nghiep I, Ngoc Hoi, Thanh Tri, Viet Nam","Benh Vien Nong Nghiep I, Ngoc Hoi, Thanh Tri",673,1,Xa Ngoc Hoi,13212,Huyen Thanh Tri,20,Xa,Huyen ,"QL1A, Ngọc Hồi, Thanh Trì, Hà Nội, Vietnam",20.9212701,105.853351,Group 1,1,"Sparsely populated areas, high ratio of children and population in labor age"
Techcombank,Big,36,Thon Hoc Gia 2,ATM,atm,1,0,0,"ATM Techcombank-Thon Hoc Gia 2, Xa Ngoc Hoa, Huyen Chuong My, Ha Noi, Viet Nam","Thôn Học Giả, Chương Mỹ, Hà Nội",10042,1,Xa Ngoc Hoa,9156,Huyen Chuong My,277,Xa,Huyen ,"Ngọc Hòa, Chương Mỹ, Hà Nội, Vietnam",20.915812,105.6852455,Group 1,1,"Sparsely populated areas, high ratio of children and population in labor age"
Techcombank,Big,36,Thon Ngoc Gia 1,ATM,atm,1,0,0,"ATM Techcombank-Thon Ngoc Gia 1, Xa Ngoc Hoa, Huyen Chuong My, Ha Noi, Viet Nam","Thôn Ngọc Giả,Ngọc Hòa, Chương Mỹ, Hà Nội",10042,1,Xa Ngoc Hoa,9156,Huyen Chuong My,277,Xa,Huyen ,"Thôn, Ngọc Giả, Chương Mỹ, Hà Nội, Vietnam",20.9203766,105.6982815,Group 1,1,"Sparsely populated areas, high ratio of children and population in labor age"
Agribank,Big,3,Thang Long,Phong giao dich,office,0,0,1,"Phong giao dich Agribank-Thang Long, Xa Nam Hong, Huyen Dong Anh, Ha Noi, Viet Nam","Khu Cầu Lớn, Xã Nam Hồng, Huyện Đông Anh, Thành phố Hà Nội",469,1,Xa Nam Hong,16062,Huyen Dong Anh,17,Xa,Huyen,"Đường Bắc Thăng Long, Khu Vực Xã, Đông Anh, Hà Nội, Vietnam",21.110866,105.79967,Group 4,4,"Sparsely populated area, high ratio of elders"
Agribank,Big,3,,ATM,atm,1,0,0,"ATM Agribank, Cau Lon, Xa Nam Hong, H.Dong Anh, Ha Noi, Viet Nam","Cau Lon, Xa Nam Hong, H.Dong Anh, Ha Noi",469,1,Xa Nam Hong,16062,Huyen Dong Anh,17,Xa,Huyen ,"53 Nam Hồng, Nam Hông, Đông Anh, Hà Nội, Vietnam",21.1607609,105.7937532,Group 4,4,"Sparsely populated area, high ratio of elders"
Vietinbank,Big,45,PGD Phu Ly. ,Phong giao dich,office,0,0,1,"Phong giao dich VIETIN Bank-PGD Phu Ly. , Xa Minh Khai, Huyen Hoai Duc, Ha Noi, Viet Nam","Số 135 đường Nguyễn Văn Trỗi, phường Minh Khai, TP. Phủ Lý, tỉnh Hà Nam",9838,1,Xa Minh Khai,6120,Huyen Hoai Duc,274,Xa,Huyen,"QL32, TT. Trạm Trôi, Hoài Đức, Hà Nội, Vietnam",21.0705298,105.7068911,Group 1,1,"Sparsely populated areas, high ratio of children and population in labor age"
Sea Bank,Medium,32,ATM Cong ty Vit Garment,ATM,atm,1,0,0,"ATM Sea Bank-ATM Cong ty Vit Garment, Xa Me Linh, Huyen Me Linh, Ha Noi, Viet Nam","Khu CN Quang Minh, Mê Linh, Hà Nội",9010,1,Xa Me Linh,13713,Huyen Me Linh,250,Xa,Huyen ,"Quang Minh, Mê Linh, Hà Nội, Vietnam",21.1873247,105.7791688,Group 1,1,"Sparsely populated areas, high ratio of children and population in labor age"
Vietinbank,Big,45,PGD Dong Dau. ,Phong giao dich,office,0,0,1,"Phong giao dich VIETIN Bank-PGD Dong Dau. , Xa Mai Lam, Huyen Dong Anh, Ha Noi, Viet Nam","Số 90 thôn Du Nội, xã Mai Lâm, huyện Đông Anh, TP. Hà Nội",520,1,Xa Mai Lam,14185,Huyen Dong Anh,17,Xa,Huyen,"Mai Lâm, Đông Anh, Hanoi, Vietnam",21.0918883,105.8966996,Group 4,4,"Sparsely populated area, high ratio of elders"
BIDV,Big,8,PGD Loc Ha,Phong giao dich,office,0,0,1,"Phong giao dich BIDV-PGD Loc Ha, Xa Mai Lam, Huyen Dong Anh, Ha Noi, Viet Nam","KM 3, Quốc lộ 3,Xã Mai Lâm,Huyện Đông Anh, Thành phố Hà Nội",520,1,Xa Mai Lam,14185,Huyen Dong Anh,17,Xa,Huyen,"QL3, Mai Lâm, Đông Anh, Hà Nội, Vietnam",21.0929441,105.8943307,Group 4,4,"Sparsely populated area, high ratio of elders"
BIDV,Big,8,214005 - ATM PGD Loc Ha,ATM,atm,1,0,0,"ATM BIDV-214005 - ATM PGD Loc Ha, Xa Mai Lam, Huyen Dong Anh, Ha Noi, Viet Nam","KM 3, Quốc lộ 3,Xã Mai Lâm,Huyện Đông Anh, Thành phố Hà Nội",520,1,Xa Mai Lam,14185,Huyen Dong Anh,17,Xa,Huyen ,"KM 3, Quốc lộ 3, Mai Lâm, Đông Anh, Mai Lâm, Hà Nội, 100000, Vietnam",21.0927325,105.8943273,Group 4,4,"Sparsely populated area, high ratio of elders"
SH Bank,Big,33,ATM ga T1,ATM,atm,1,0,0,"ATM SH Bank-ATM ga T1, Xa Mai Dinh, Huyen Soc Son, Ha Noi, Viet Nam","Mai Đình, Sóc Sơn, Hà Nội",427,1,Xa Mai Dinh,21899,Huyen Soc Son,16,Xa,Huyen ,"Georgia, USA",21.23193961,105.8157634,Group 1,1,"Sparsely populated areas, high ratio of children and population in labor age"
Techcombank,Big,36,Cong ty Van tai va Dich vu Lien Ninh,ATM,atm,1,0,0,"ATM Techcombank-Cong ty Van tai va Dich vu Lien Ninh, Xa Lien Ninh, Huyen Thanh Tri, Ha Noi, Viet Nam","Km 15+200 quốc lộ 1A, xã Liên Ninh, Thanh Trì, Hà Nội",682,1,Xa Lien Ninh,16121,Huyen Thanh Tri,20,Xa,Huyen ,"Liên Ninh, Thanh Trì, Hanoi, Vietnam",20.9083092,105.8535353,Group 1,1,"Sparsely populated areas, high ratio of children and population in labor age"
Agribank,Big,3,Nam Dong,Phong giao dich,office,0,0,1,"Phong giao dich Agribank-Nam Dong, Xa Lien Ha, Huyen Dong Anh, Ha Noi, Viet Nam","Khu Thị Tứ, Xã Liên Hà, Huyện Đông Anh, Thành phố Hà Nội",484,1,Xa Lien Ha,17741,Huyen Dong Anh,17,Xa,Huyen,"Đ. Hà Phong, Liên Hà, Đông Anh, Hà Nội, Vietnam",21.1530137,105.8996231,Group 4,4,"Sparsely populated area, high ratio of elders"
BIDV,Big,8,PGD Lien Ha,Phong giao dich,office,0,0,1,"Phong giao dich BIDV-PGD Lien Ha, Xa Lien Ha, Huyen Dong Anh, Ha Noi, Viet Nam","Khu Thị tứ Liên Hà,,Xã Liên Hà,Huyện Đông Anh, Thành phố Hà Nội",484,1,Xa Lien Ha,17741,Huyen Dong Anh,17,Xa,Huyen,"Liên Hà, Đông Anh, Hanoi, Vietnam",21.1527779,105.9003721,Group 4,4,"Sparsely populated area, high ratio of elders"
BacABank,Small,5,Phong Giao dich Lien Ha ,Phong giao dich,office,0,0,1,"Phong giao dich BAC A BANK-Phong Giao dich Lien Ha , Xa Lien Ha, Huyen Dong Anh, Ha Noi, Viet Nam","Thửa đất số 13, Thôn Hà Lỗ, Xã Liên Hà",484,1,Xa Lien Ha,17741,Huyen Dong Anh,17,Xa,Huyen,"Liên Hà, Hà Phong, Đông Anh, Hà Nội, Vietnam",21.1523969,105.900996,Group 4,4,"Sparsely populated area, high ratio of elders"
